area,family,TaxonName,iNatTaxon,HJ_comment,FPNW_note,First_record_year,First_record_observer,First_Record_Institution_ID,First_Record_Collection_No,First_Record_Location,critical_comments,reviewed,review_status,annotation_status
saanich,Lamiaceae,Scutellaria galericulata,Scutellaria galericulata,"Wet meadows; restricted to Beaver, Elk, Lost, and Langford Lakes.",,1918-04,C. Bertrand,UBC,V242513,Saanich District,TL,,remaining,remaining
saanich,Lamiaceae,Stachys arvensis,Stachys arvensis,Native of Europe; cultivated ground; naturalized; Oak Bay and Beacon Hill Park. FL&JP Ten Mile Point beach trail 2001.,,1962-12-20,M.C. Melburn,RBCM,V081527,Victoria,TL,,remaining,remaining
saanich,Lamiaceae,Stachys mexicana,Stachys mexicana,Look at V - no records in CDC Explorer. Copley Goldstream 1920.,,1883-07-01,T. Meehan,CM,CM474131,Victoria,Note: CM = Carnegie Museum of Natural History Herbarium TL,,remaining,remaining
saanich,Lamiaceae,Teucrium hircanicum,Teucrium hircanicum,Starzomski iNaturalist observation Uvic 2021. Appears to be naturalizing? Original id Teucrium scorodonia L.,not in FPNW2,2018-07-04,B. Starzomski,iNaturalist,14056913,University of Victoria,TL,,remaining,remaining
saanich,Lamiaceae,Thymus pulegioides,Thymus pulegioides,Native of Eurasia; collected by M. C. Melburn at John Dean Park in 1963. persisting? MCM also has collection of T. praecox Opiz from John Dean Park 1963.,,2023-07-11,jaquelinsadler,iNaturalist,172950003,"Reynolds Secondary School, Saanich",Note: M.C. Melburn collected Thymus serpyllum at John Dean Park in 1963. (FSP p. 85) TL,,remaining,remaining
saanich,Lentibulariaceae,Utricularia gibba,Utricularia gibba,"AC Turners Bog 1970-76-83, TCB Glen Lake 1989, A&OC Florence Lake 1987, Todd Pike Lake 1983, PDW Prior Lake 1979.",,1969-09-10,T. Todd,RBCM,V100373,Pike Lake: Highlands,TL,,remaining,remaining
saanich,Lentibulariaceae,Utricularia minor,Utricularia minor,"AC reports Second Lake, Highlands.",,1947,J.W. Eastham,SFSBC,p. 101,Beaver Lake,Note: SFSBC = Supplement to 'Flora of Southern British Columbia' (J.K. Henry 1915) by J.W. Eastham TL ,,remaining,remaining
saanich,Lentibulariaceae,Utricularia vulgaris ssp. macrorhiza,Utricularia macrorhiza,"Ponds, stagnant lakes, and slow streams; widely distributed throughout. AC Turners Bog, Langford 1976.",,1970-08-03,A. Ceska,RBCM,V195770,"Butchart Lake: Goldstream River Watershed; Niagara Road, N of Lake.",TL,,remaining,remaining
saanich,Liliaceae,Erythronium oregonum ssp. oregonum,Erythronium oregonum,"Grassy ledges and openings, damp open woods; common throughout the area.",,1913-06-12,F. Perry,UBC,V25055,Victoria,TL,,remaining,remaining
saanich,Liliaceae,Erythronium revolutum,Erythronium revolutum,Open woods; rare; known from Cadboro Bay and John Dean Park where it was collected by M. C. Melburn in 1955 and 1965. Vouchers not found at V.,,1955,M.C. Melburn,FSP,p. 41,Cadboro Bay,Note: FSP = Flora of the Saanich Peninsula. A.F. Szczawinski and A.S. Harrison 1972 TL,,remaining,remaining
saanich,Liliaceae,Fritillaria affinis,Fritillaria affinis,"Damp, open, grassy places and parkland; common throughout.",,1912-04-10,F. James,UBC,V51387,Victoria,TL,,remaining,remaining
saanich,Liliaceae,Fritillaria camschatcensis,Fritillaria camschatcensis,"Damp, open places; rare; Oak Bay, Cadboro Bay, and Saanich.",,,,,,,,,remaining,remaining
saanich,Liliaceae,Lilium columbianum,Lilium columbianum,"Damp, open woods and meadows; occasional; Victoria, Lost Lake, Thetis Lake Park, and Langford Lake.",,1920-07-04,G.V. Copley,UBC,V46690,"Victoria, Beacon Hill",TL,,remaining,remaining
saanich,Liliaceae,Prosartes hookeri,Prosartes hookeri,"Shaded woods; on soil rich in humus; occasional in Uplands, Sidney, and Thetis Lake Park. Langford Kojima 1968, Mt Douglas Park Krajina 1950.",,1950-05-16,V.J. Krajina,UBC,V46816,"Near Victoria, Mount Douglas Park",TL,,remaining,remaining
saanich,Liliaceae,Prosartes trachycarpa,Prosartes trachycarpa,Wooded areas; rare; Gordon Head. CDC Explorer no coast collections.,,,,,,,"Note: No occurrences found. ""Common in BC east of the Coast-Cascade Mountains and S of 56 degree N."" Source: The Illustrated Flora of British Columbia DELETE. TL",,remaining,remaining
saanich,Liliaceae,Streptopus amplexifolius,Streptopus amplexifolius,"Moist, shady to partly open woods, on rich humus soil; fairly common throughout.",,1917-06-02,J.R. Anderson,UBC,V214492,Goldstream,TL,,remaining,remaining
saanich,Limnanthaceae,Limnanthes macounii,Limnanthes macounii,"Victoria, Oak Bay, and Trial Island; first collected by J. R. Anderson in 1900; recently collected in Uplands Park by M. C. Melburn in 1961-68. Ranging as far north as Gabriola and Hornby. Many iNaturalist reports.",,1890-05-01,C.F. Newcombe,RBCM,V042223,Victoria: Gonzales District,TL,,remaining,remaining
saanich,Linaceae,Linum lewisii,Linum lewisii,KM View Royal: NW corner of Burnside Road and Watkiss Way intersection 2006.,,2006-05-17,K. Marr,RBCM,V198254,View Royal: NW corner of Burnside Road and Watkiss Way intersection.,TL,,remaining,remaining
saanich,Linaceae,Linum narbonense,Linum narbonense,"KM Langford: Highway 1 median, SE of Highlands exit (to Bear Mountain) 2007.",,2007-07-29,K. Marr,RBCM,V201494, ,TL,,remaining,remaining
saanich,Linaceae,Linum perenne,Linum perenne,"Open, grassy places, Oak Bay and Sidney; not collected recently. RTO Linum usitatissimum L. edge of parking lot Beacon Hill Park 1992.",,,,,,,"Note: Collected by Frank Lomer (#5638 at UBC); originally ID'd L. lewisii.  Also seen Okanagan falls, thus Established in the Okanagan. Treated by some within L. lewisii (BCCDC 2014). Consider Deletion. TL ",,remaining,remaining
saanich,Linaceae,Linum usitatissimum,Linum usitatissimum,"RTO Beacon Hill Park, edge of parking barrier 1992.",not in FPNW2,1992-04-28,R.T. Ogilvie,RBCM,V158691,Victoria: at edge of parking barrier.,TL,,remaining,remaining
saanich,Lycopodiaceae,Lycopodium clavatum,Lycopodium clavatum,V.E.L. Goddard Horth Hill 1929. MD says present elsewhere on peninsula - no vouchers found.,,1905-08-03,C.H. Shaw,MIN,86862,"Selkirk, near Goldstream",Note: MIN = University of Minnesota TL,,remaining,remaining
saanich,Lycopodiaceae,Spinulum annotinum,Spinulum annotinum,"Wet woods; rare; collected by V. E. L. Goddard in 1929 on Horth Hill, north end of Saanich Peninsula. Usually montain/subalpine on the coast.",,,,,,,,,remaining,remaining
saanich,Lythraceae,Lythrum salicaria,Lythrum salicaria,"TCB King's Pond 1980, Cedar Hill Golf Course 1980. Pat Bay Highway ditches 2020.",,1980-08-13,S. Charleson,RBCM,V145263,Saanich: Cedar Hill Golf Course at end of Ascot Drive,TL,,remaining,remaining
saanich,Malvaceae,Malva moschata,Malva moschata,Native of Europe; sparingly established in waste ground and along roads throughout.,,1912-09-15,W.M. Taylor,UBC,V45428,Victoria,TL,,remaining,remaining
saanich,Malvaceae,Malva neglecta,Malva neglecta,"Waste places; Marr Anacortes Ferry Terminal 2007, RTO Cordova Bay 2008.",,1912-09-15,W.M. Taylor,UBC,V63333,Victoria,TL,,remaining,remaining
saanich,Malvaceae,Malva parviflora,Malva parviflora,Native of Europe; occasional in waste places and roadsides; Victoria and Oak Bay. Eastham 1940.,,1940-04-27,J.W. Eastham,UBC,V25747,Victoria,TL,,remaining,remaining
saanich,Malvaceae,Malva sylvestris,Malva sylvestris,"Native of Europe; sporadic weed in the Victoria area. Marr Anacortes Ferry Terminal and several Victoria sites 2007,",,2007-05-20,K. Marr,RBCM,V197349,Victoria: S side Trans Canada Highway,TL,,remaining,remaining
saanich,Malvaceae,Sidalcea hendersonii,Sidalcea hendersonii,"Wet, grassy places; abundant in the past in Oak Bay and Sidney; occasional in areas adjacent to tideland.",,1964-07-23,J. Hett,UBC,V229758,Trial Island,TL,,remaining,remaining
saanich,Melanthiaceae,Toxicoscordion venenosum var. venenosum,Toxicoscordion venenosum venenosum,"Open, grassy places and rocky ledges throughout the area.",,1939-06-11,J.W. Eastham,UBC,V25567,"Victoria, Mount Tolmie",TL,,remaining,remaining
saanich,Melanthiaceae,Trillium ovatum,Trillium ovatum,"Damp woods, on soil rich in humus; common throughout in suitable habitat.",,1900-04-12,J.R. Anderson,UBC,V214530,Saanich Arm,Note: Consider adding Trillium ovatum  var.  hibbersonii or T. hibbersonii Hans Roemer Sydney Inlet TL,,remaining,remaining
saanich,Melanthiaceae,Veratrum viride,Veratrum viride,This subalpine species is restricted to the Goldstream area only.,,1941-08-27,T.M.C. Taylor,UBC,V81598,Goldstream,TL,,remaining,remaining
saanich,Menyanthaceae,Menyanthes trifoliata,Menyanthes trifoliata,"Bogs and lakes; occasional; Beaver and Swan Lakes, Goldstream, and the Highland district.",,1970-05-03,J. Kuijt,LEA,not on label,Teanook Lake,Note:  LEA = Herbarium University of Lethbridge TL,,remaining,remaining
saanich,Montiaceae,Calandrinia ciliata,Calandrinia ciliata,"Moist, gravelly soil; sporadic in Victoria, Oak Bay, Saanich, and Esquimalt;",,1913-04-11,W. Taylor,UBC,V34780,"Victoria, Cadboro Bay",TL,,remaining,remaining
saanich,Montiaceae,Claytonia exigua ssp. exigua,Claytonia exigua exigua,"Dry, sandy ground; occasional throughout.",,1912-04-06,J.K. Henry,UBC,V42747,Victoria,Note: This occurrence is C. exigua ssp. glauca. TL,,remaining,remaining
saanich,Montiaceae,Claytonia parviflora,Claytonia parviflora,Several collections for area including Harrison Mill Hill 1967.,,1912-06-06,J.K. Henry,UBC,V42746,Victoria,TL,,remaining,remaining
saanich,Montiaceae,Claytonia perfoliata,Claytonia perfoliata,"Open to shady, moist ground; extremely variable and common throughout. A number of segregates have been recognized, but there are no geographic races evident within the complex.",,1912-05-01,J. Davidson,UBC,V42730,Victoria at Beacon Hill Park,TL,,remaining,remaining
saanich,Montiaceae,Claytonia rubra,Claytonia rubra,Many collection throughout. Shoreline to exposed cliffs and mountain tops.,,1938-04-09,J.W. Eastham,UBC,V34952,Victoria,TL,,remaining,remaining
saanich,Montiaceae,Claytonia saxosa,Claytonia saxosa,Claytonia rubra ? No other records north of southern Oregon found.,not in FPNW2,,,,,,"Note: ""From Abrams identified it as Montia saxosa. It is not in Hitchcock; nor in Pecks Higher Plants of Oregon. Neither is it listed in your Catologue of B.C. Plants (T.M.C. Taylor 1966). Can you shed any light on the problem?"" M.C. Melburn. DELETE TL",,remaining,remaining
saanich,Montiaceae,Claytonia sibirica,Claytonia sibirica,Moist woods and thickets; common throughout.,,1907-06-01,C.F. Newcombe,MACF,MACF031926,Victoria,"Note: MACF = MacFadden Herbarium, California State University Fullerton TL",,remaining,remaining
saanich,Montiaceae,Montia dichotoma,Montia dichotoma,Moist ground; sporadic and most common in the Lost Lake area.Summit of Mt Finlayson HJ 1983.,,1974-04-14,J. Pinder-Moss,UBC,V157754,summit of Mount Finlayson,TL,,remaining,remaining
saanich,Montiaceae,Montia fontana,Montia fontana,"Aquatic to terrestrial; Lost Lake, Prospect Lake, and Goldstream.",,1912-05-02,J. Davidson,UBC,V42727,Victoria,TL,,remaining,remaining
saanich,Montiaceae,Montia howellii,Montia howellii,"Moist, open places; sporadic; Uplands, Cadboro Bay, Island View Beach, and Thetis Lake Park.Very abundant in seepy meadows, Sidney Island HJ. GD reports this species regular on golf courses.",,1939-04-24,J.W. Eastham,UBC,V34807,"Victoria, Ten Mile Point",TL,,remaining,remaining
saanich,Montiaceae,Montia linearis,Montia linearis,Damp ground; very common throughout,,1897-05,J.K. Henry,UBC,V34845,Victoria,TL,,remaining,remaining
saanich,Montiaceae,Montia parvifolia var. flagellaris,Montia parvifolia,"Mossy banks, wet rocks, and shady places; common throughout; our plants with broadly ovate leaves have been recognized as a distinct species M. flagellaris or as a infraspecific segregate of M. parvifolia.","recorded by HJ: Montia parvifolia var. flagellaris, syn. M.parvifolia in FPNW2",1992-05-01,G.W. Douglas,RBCM,V159715,Saanich Peninsula; Mount Work,Note: I changed M. parvifolia to M. parvifolia var. flagellaris. TL,,remaining,remaining
saanich,Myricaceae,Myrica gale,Myrica gale,Swamps; known from Durrance Lake and Rithet's Bog at Royal Oak.,,1956-05-15,J.A. Calder,WTU,173101,Durrance Lake about 4 miles SW of Saanichton,,,remaining,remaining
saanich,Nyctaginaceae,Abronia latifolia,Abronia latifolia,"Common on sandy beaches; abundant at the Esplanade, Oak Bay, Island View Beach, James Island and Sidney Spit; decreasing due to disturbance of its habitat.",,1980-06-26,R.T. Ogilvie,RBCM,V164117,Metchosin; Witty's Lagoon,,"HR, TL, AS",complete,remaining
saanich,Nymphaeaceae,Nuphar polysepala,Nuphar polysepala,Ponds and shallow lakes; common throughout.,,1897-07-15,J.R. Anderson,RBCM,V001835,Beaver Lake,Note: Synonym Nuphar lutea ssp. polysepala used. TL,,remaining,remaining
saanich,Nymphaeaceae,Nuphar variegata,Nuphar variegata,Ponds and shallow lakes; rare; collected by T. C. Brayshaw in 1969 at Swan Lake.,,1969,T.C Brayshaw,FSP,p. 55,Swan Lake,Note: FSP = Flora of the Saanich Peninsula A.F. Szczawinski and A.S. Harrison TL,,remaining,remaining
saanich,Nymphaeaceae,Nymphaea mexicana,Nymphaea mexicana,"Native of Mexico and Florida; shallow lakes; rare; known only from Elk Lake, where it was collected by T. C. Brayshaw in 1970. CDC update note 2019: BC material is probably from plantings only. Not established outside of cultivation.",not in FPNW2,-,-,-,-,-,"Delete? ""CDC update note 2019: BC material is probably from plantings only. Not established outside of cultivation. HJ"" TL",,remaining,remaining
saanich,Nymphaeaceae,Nymphaea odorata,Nymphaea odorata,"Native of eastern United States, shallow lakes; rare; known from Prospect Lake, where it was collected by A. F. Szczawinski in 1969. TCB Glen Lake 1989, Beaver Lake 1992.",,1989-09-03,T.C. Brayshaw,RBCM,V151695,"
                        
                            

                                
                                    
    
Victoria; Glen Lake: east end of lake",TL,,remaining,remaining
saanich,Oleaceae,Fraxinus latifolia,Fraxinus latifolia,"known at Victoria and Port Alberni; may not be native in either. Chytyk Tod Creek 1991, JP-MD Beaver Lake 2000, TCB several Victoria city collections. Fraxinus excelsior European ash is now established in BC in Uplands Park. Specimens at UBC and V.",,1935-08-24,I. McTaggart-Cowan,RBCM,V009615,Victoria,TL,,remaining,remaining
saanich,Oleaceae,Ligustrum vulgare,Ligustrum vulgare,"Harrison Deep Cove 1966, Brentwood 1967, Colquitz: end of Blueridge Road 1967, TCB Victoria: near S end of Cook Street 1989. Several iNaturalst reports throughout of plants outside of cultivation.",,1930-07-04,V. Goddard,RBCM,V023437,Royal Oak: Haliburton Road,TL,,remaining,remaining
saanich,Onagraceae,Camissonia contorta,Camissonia contorta,"Rare; known only from Saanichton Bay, where it was collected along the beach by G. V. Copley in 1926 and M. C. Melburn in 1959. MF recent confirmation of populations on Sidney Island, James Island and Island View Beach.",,1941-05-29,J.W. Eastman,UBC,V26476,Saanich Spit,TL,,remaining,remaining
saanich,Onagraceae,Chamaenerion angustifolium,Chamaenerion angustifolium,"Open areas, thickets, along roads and waste places; very common throughout; weedy species.",,1978-10-08,R. Clark,UBC,V165161,Spectacle Lake,TL,,remaining,remaining
saanich,Onagraceae,Circaea alpina ssp. pacifica,Circaea alpina pacifica,"Cool, damp woods; occasional throughout in suitable habitat.",,1981-06-07,A.&O. Ceska,RBCM,V162850,?,TL,,remaining,remaining
saanich,Onagraceae,Clarkia amoena,Clarkia amoena,"Dry, open ground; occasional throughout; abundant at Mount Douglas, Observatory Hill, West Saanich, and Thetis Lake Park.",,1976-05-30,A.&O. Ceska,RBCM,V183340,Skirt Mountain,TL,,remaining,remaining
saanich,Onagraceae,Clarkia quadrivulnera,Clarkia purpurea quadrivulnera,HLR Mill Hill 2014.,,2003-06-08,H.L. Roemer,RBCM,V192687,Mill Hill,TL,,remaining,remaining
saanich,Onagraceae,Epilobium brachycarpum,Epilobium brachycarpum,"Dry, open ground; occasional throughout.",,1908-07-21,J.M. Macoun,F,V02870F,"Colquitz River, near Victoria",Note: F = Field Museum of Natural History Chicago TL,,remaining,remaining
saanich,Onagraceae,Epilobium ciliatum,Epilobium ciliatum,"Very common throughout. Wet meadows, wet land edges.",,1908-06-05,J.M. Macoun,F,V0287266F,Oak Bay,Note: F =  Field Museum of Natural History Chicago TL,,remaining,remaining
saanich,Onagraceae,Epilobium densiflorum,Epilobium densiflorum,"Open meadows; sporadic; Royal Oak, Saanichton, Sidney, Thetis Lake Park, and Goldstream.",,1919-07-14,J. Davidson,UBC,V26117,"Victoria, between Uplands and Mount Tolmie",TL,,remaining,remaining
saanich,Onagraceae,Epilobium hallianum,Epilobium hallianum,"Changed to several new species leptocarpum, saximontanum, mirabile, hallianum. AC has hallianum Stuart Mt in Highlands 1994.",,1994-05-19,A.&O. Ceska,RBCM,V165379,Beaver Lake,TL,,remaining,remaining
saanich,Onagraceae,Epilobium hirsutum,Epilobium hirsutum,A&OC Wilkinson Road and West Burnside Road 1992.,,1992-06-21,A.&O. Ceska,RBCM,V176409,Victoria: Wilkinson Road and West Burnside,TL,,remaining,remaining
saanich,Onagraceae,Epilobium hornemannii ssp. hornemannii,Epilobium hornemannii hornemannii,AC Elk-Beaver Lakes Regional Park; Beaver Lake; meadow 1994.,,,,,,,,,remaining,remaining
saanich,Onagraceae,Epilobium minutum,Epilobium minutum,"Dry, open ground; occasional; in Victoria and Thetis Lake Park area.",,1977-05-07,A.&O. Ceska,RBCM,V195347,Rocky Point; Miles Hill,TL,,remaining,remaining
saanich,Onagraceae,Epilobium obscurum,Epilobium obscurum,"FL Oak Bay, W Saanich Rd, View Royal 2009.",,2008-07-16,F. Lomer,UBC,V227510,View Royal,TL,,remaining,remaining
saanich,Onagraceae,Epilobium tetragonum,Epilobium tetragonum,"FL Oak Bay 2005, FL railroad tracks, View Royal 2008.",not in FPNW2,2005-07-17,F. Lomer,UBC,V233312,"Oak Bay Marina, 1327 Beach Drive",TL,,remaining,remaining
saanich,Onagraceae,Epilobium torreyi,Epilobium torreyi,"Known only from Thetis Lake Park, where it was collected by M. C. Melburn in 1959-67; most likely previously overlooked. MD Bazan Bay meadow 1966-2004. AC Thetis Lake 1977, MD Thetis Lake 2013,",,1961-06-28,M.C. Melburn,UBC,V95206,Thetis Lake Park,"Note: ""One population has not been observed since 1966 and the other has not been observed since 1993. Neither site has been visited regularly and either may have been extirpated as recently as 2000."" (COSEWIC) Worth checking with latest CDC info.  TL",,remaining,remaining
saanich,Onagraceae,Ludwigia palustris,Ludwigia palustris,Known only from the shore of Langford Lake; represented by var. americana (DC) Fern. & Griscom; collected by B. W. Davis & N. Chapman in 1965. Retzler langford lake 1980.,,1970-08-17,A.&O. Ceska,RBCM,V155265,Begbie Lake: Goldstream watershed,TL,,remaining,remaining
saanich,Onagraceae,Oenothera biennis,Oenothera biennis,"Open, sandy ground; sporadic; Victoria. Marr 2007 collections Ogden Point, View Royal, Sidney Ferry Terminal.",,2007-10-15,K. Marr,RBCM,V198058,View Royal,TL,,remaining,remaining
saanich,Onagraceae,Oenothera glazioviana,Oenothera glazioviana,"MCM West Saanich Road 1958, Marr Ogden Point parking lot beside Pilot House 2007.",,1958-07-12,M.C. Melburn,RBCM,V101203,Saanich: West Saanich Road,TL,,remaining,remaining
saanich,Ophioglossaceae,Botrypus virginianus,Botrypus virginianus,"Woods and damp open places; rare; Cadboro Bay, Florence Lake, Esquimalt, and Goldstream areas.",,,,,,,,,remaining,remaining
saanich,Ophioglossaceae,Sceptridium multifidum,Sceptridium multifidum,Grasslands and open woods; occasional in suitable habitats; our only evergreen Botrychium.,,32,J. Kuijt,UBC,V96340,Teanook Lake,TL,,remaining,remaining
saanich,Orchidaceae,Calypso bulbosa var. occdentalis,Calypso bulbosa occidentalis,"Cool, moist coniferous forest throughout.",,1900-04-21,J.R. Anderson,RBCM,V177686,Victoria; Craigflower Creek (=Deadman's River),TL,,,
saanich,Orchidaceae,Cephalanthera austiniae,Cephalanthera austiniae,"Restricted locations Deep Cove HLR, Horth Hill, Colwood, Brentwood Bay.",,1986-06-15,T.C. Brayshaw,RBCM,V166503,"Brentwood Bay, West Saanich Road",TL,,remaining,remaining
saanich,Orchidaceae,Corallorhiza maculata var. occidentalis,Corallorhiza maculata occidentalis,Moist or dry coniferous forest throughout.,,2016-04-19,I. Cruikshank,iNaturalist,45216164,Victoria,TL,,remaining,remaining
saanich,Orchidaceae,Corallorhiza maculata var. ozettensis,Corallorhiza maculata ozettensis,Francis King Regional Park Batten 2018.,,2017-06-12,SeanPR,iNaturalist,101064210,Langford,TL,,remaining,remaining
saanich,Orchidaceae,Corallorhiza mertensiana,Corallorhiza mertensiana,"Moist to semidry coniferous forest; not as common as C. maculata; occasional throughout. View Royal, Glen Lake.",,1919-07-12,C.F. Newcombe,MACF,MACF033032,Victoria,"Note: MACF = MacFadden Herbarium, California State University Fullerton TL                                   ",,remaining,remaining
saanich,Orchidaceae,Corallorhiza striata var. striata,Corallorhiza striata striata,"Moist coniferous forest, shaded ravines and canyons; occasional throughout.",,1908-05-20,J.M. Macoun,F,V0413238F,"Skirt Mountain, near Victoria","Note: F = The Field Museum of Natural History, Chicago TL                      
                            

                                
                                    
    
        ",,remaining,remaining
saanich,Orchidaceae,Corallorhiza trifida,Corallorhiza trifida,"Rare; known from the Highland district, where it was collected by A. F. Szczawinski in 1958. A Ceska has recent collection. CDC Explorer no records for coast.",,2023-06-16,E. Kolb,iNaturalist,167773679,North Saanich,TL,,remaining,remaining
saanich,Orchidaceae,Cypripedium montanum,Cypripedium montanum,Very rare; the only known record for the area came from Cordova Bay; now believed to be extinct on the peninsula.,,,,,,,"Note: ""Now believed to be extinct on the peninsula"". (HJ) DELETE TL",,remaining,remaining
saanich,Orchidaceae,Dactylorhiza viridis,Dactylorhiza viridis,No voucher found at V. Nearest collection Lake Cowchin.,,,,,,,No records found. DELETE. TL,,remaining,remaining
saanich,Orchidaceae,Epipactis helleborine,Epipactis helleborine,"Native of Europe; escapee from cultivation and spreading in cool, shady, waste places; becoming weedy in some neglected gardens. TCB Discovery Island 1991.",,1921-01-01,W. Burton,RBCM,V090159,Saanich: Shellies Crossing,TL,,remaining,remaining
saanich,Orchidaceae,Goodyera oblongifolia,Goodyera oblongifolia,Moist or semidry coniferous forest; throughout; still locally very abundant.,,1908-07-28,J.M. Macoun,F,V0422573F,Sidney,"Note: F = The Field Museum of Natural History, Chicago TL",,remaining,remaining
saanich,Orchidaceae,Neottia cordata,Neottia cordata,"Mossy, damp coniferous forest; frequent in forested areas of West and North Saanich and Goldstream.",,1940-05-24,D.C. Buckland,UBC,V82776,Glen Lake,Note: INSERT occurrence for N. banksiana. TL,,remaining,remaining
saanich,Orchidaceae,Platanthera dilatata,Platanthera dilatata,"Swampy and wet meadows; Beaver Lake, Goldstream, and the Highland district; not collected recently; var. leucostachys (Lindl.) Ames, is known from Esquimalt, Goldstream, and the Highland district, where it is locally quite abundant.",,1912-05-19,J.K. Henry,UBC,V26642,Victoria,Note: This occurrence recorded as subtaxon var. leucostachys TL,,remaining,remaining
saanich,Orchidaceae,Platanthera elegans ssp. elegans,Platanthera elegans elegans,"Recheck V voucher for Habenaria unalaschensis v. maritima there Trial Island, Uplands Park. HLR Mill Hill report in BEN 344.",,1894-07-15,J.R. Anderson,RBCM,V001282,Esquimalt,TL,,remaining,remaining
saanich,Orchidaceae,Platanthera elongata,Platanthera elongata,"TCB Discovery Island 1991, Prudek Ten Mile Point 1989, A&OC Butchart Gardens 1999.",,1989-07-30,Y. Prudeck,RBCM,V145249,Ten Mile Point; Saanich: beach access at end of Phyllis Street.,Note: This occurrence recorded as Piperia elegans var. elata (Jeps.) Luer. (Synonym for Platanthera elongata) TL,,remaining,remaining
saanich,Orchidaceae,Platanthera huronensis,Platanthera huronensis,Swamp and wet meadows; sporadic throughout. Check V vouchers comp P. huronensis vs. P. aquilonis,,-,-,-,-,-,"Note: Habitat/Range: ""... infrequent in BC, east of the Coast-Cascade mountains."" Source: The Illustrated Flora of British Columbia. TL",,remaining,remaining
saanich,Orchidaceae,Platanthera orbiculata,Platanthera orbiculata,"Very rare; our only record is from Thetis Lake, where it was collected by H. Toms in 1929.",,1929,H. Toms,FSP,p. 46,Thetis Lake,Note: FSP = Flora of the Saanich Peninsula A.F. Szczawinski and A.S. Harrison 1972 TL,,remaining,remaining
saanich,Orchidaceae,Platanthera stricta,Platanthera stricta,"Rare; known only from Goldstream, where it was collected by G. A. Hardy in 1924. No voucher at V.",,1919-07-01,C.F. Newcombe,MACF,MACF033125,Victoria,"Note:  MACF = MacFadden Herbarium, California State University Fullerton Entered as Synonym Habenaria stricta TL",,remaining,remaining
saanich,Orchidaceae,Platanthera transversa,Platanthera transversa,A&OC and others many collections throughout.,,1969-07-01,J. Soper,RBCM,V056502,Mill Hill: near Langford,TL,,remaining,remaining
saanich,Orchidaceae,Platanthera unalascensis,Platanthera unalascensis,"Grassy, open places, dry coniferous forests, chaparral; occasional throughout; most abundant in the Highland district.",,1912-07-11,J.M. Macoun,RBCM,V001245,Sidney,TL,,remaining,remaining
saanich,Orchidaceae,Spiranthes romanzoffiana,Spiranthes romanzoffiana,"Open, grassy places and parklands; becoming rare; occasional in Uplands Park, Sidney, and the Highland district.",,1899-08-07,M.A. Barber,KANU,295664,Langford,Note: KANU = University of Kansas Biodiversity Institute TL                      ,,remaining,remaining
saanich,Orobanchaceae,Aphyllon californicum ssp. californicum,Aphyllon californicum californicum,"Parasitic on various species of Compositae; in the past quite abundant along Dallas Road, Beacon Hill, Oak Bay, Uplands, and Esquimalt.",,1912-10-26,W. Taylor,UBC,V52088,"Victoria, point between Foul and Ross Bays TL",Change Compositae to Asteraceae???,"TL, AS",complete,remaining
saanich,Orobanchaceae,Aphyllon purpureum,Aphyllon purpureum,Parasitic on a number of species and particularly on Sedum; common throughout.,,1921-05-23,W.C. McCalla,ALTA-VP,65394,Mount Douglas,Note: ALTA-VP = University of Alberta Vascular Plant Herbarium (ALTA-VP) TL,AS,complete,remaining
saanich,Orobanchaceae,Bellardia viscosa,Bellardia viscosa,"Native of Europe; moist, low ground; sporadic weed.",,1968-06-30,J. Kuijt,LEA,2729,Near Pat Bay Airport (Old name for Victoria International Airport),Note:  LEA = Herbarium University of Lethbridge TL,AS,complete,remaining
saanich,Orobanchaceae,Castilleja ambigua,Castilleja ambigua,"Salty marshes and grassy places along the Coast; sporadic at Oak Bay, Ten Mile Point, and Sidney. No records showning on CDC Explorer.MF Trial Island 2000.",,,,,,,,,remaining,remaining
saanich,Orobanchaceae,Castilleja angustifolia,Castilleja angustifolia,Excluded name TMCT. No collections at V currently named this taxa.,,,,,,,,,remaining,remaining
saanich,Orobanchaceae,Castilleja attenuata,Castilleja attenuata,"Open, grassy places; occasional at Oak Bay, Ten Mile Point, Mount Tolmie, Mount Douglas, Thetis Lake Park, Mill Hill, and Mount Finlayson.",,1912-05-01,J. Davidson,UBC,V29965,"Victoria, Gonzales Point",TL,,remaining,remaining
saanich,Orobanchaceae,Castilleja exserta var. exserta,Castilleja exserta exserta,"H&C2018 note native to SW US and Baja collected as waif in King and Pierce Cos., WA 1891-92.",,,,,,,,,remaining,remaining
saanich,Orobanchaceae,Castilleja hispida,Castilleja hispida,"Grassy slopes, forest openings, and rocky outcrops; sporadic in suitable habitats.",,1896-05-16,J.R. Anderson,RBCM,V004331a,Mandarte Island,TL,,remaining,remaining
saanich,Orobanchaceae,Castilleja levisecta,Castilleja levisecta,"Open grassland; Beacon Hill and Foul Bay; occasional along Dallas Road, Victoria, Lost Lake, and Sidney. Trial Island. Introduced translocation Little D'arcy Island.",,1890-05-01,C.F. Newcombe,RBCM,V041105,Victoria,TL,,remaining,remaining
